A,State/U.S. Island Area/Foreign Region of Geography B,B,Net_B2A
Santa Clara County,Georgia,Fulton County,23
Santa Clara County,Georgia,Glynn County,-7
Santa Clara County,Georgia,Gwinnett County,-63
Santa Clara County,Georgia,Hall County,-46
Santa Clara County,Georgia,Harris County,-6
Santa Clara County,Georgia,Henry County,-6
Santa Clara County,Georgia,Houston County,-3
Santa Clara County,Georgia,Liberty County,-42
Santa Clara County,Georgia,Lowndes County,-12
Santa Clara County,Georgia,Lumpkin County,-9
Santa Clara County,Georgia,Richmond County,-15
Santa Clara County,Hawaii,Hawaii County,-67
Santa Clara County,Hawaii,Honolulu County,138
Santa Clara County,Hawaii,Kauai County,-109
Santa Clara County,Hawaii,Maui County,-100
Santa Clara County,Idaho,Ada County,-310
Santa Clara County,Idaho,Bannock County,-63
Santa Clara County,Idaho,Bonner County,-5
Santa Clara County,Idaho,Canyon County,-210
Santa Clara County,Idaho,Franklin County,40
Santa Clara County,Idaho,Kootenai County,-28
Santa Clara County,Idaho,Latah County,9
Santa Clara County,Idaho,Madison County,-241
Santa Clara County,Idaho,Valley County,8
Santa Clara County,Illinois,Bureau County,12
Santa Clara County,Illinois,Champaign County,42
Santa Clara County,Illinois,Cook County,856
Santa Clara County,Illinois,DuPage County,99
Santa Clara County,Illinois,Kane County,16
Santa Clara County,Illinois,Lake County,-167
Santa Clara County,Illinois,LaSalle County,15
Santa Clara County,Illinois,McHenry County,-20
Santa Clara County,Illinois,Madison County,15
Santa Clara County,Illinois,Peoria County,-13
Santa Clara County,Illinois,Whiteside County,37
Santa Clara County,Illinois,Will County,-4
Santa Clara County,Illinois,Winnebago County,25
Santa Clara County,Indiana,Allen County,53
Santa Clara County,Indiana,Bartholomew County,31
Santa Clara County,Indiana,Hendricks County,10
Santa Clara County,Indiana,Lake County,-7
Santa Clara County,Indiana,Marion County,172
Santa Clara County,Indiana,Monroe County,38
Santa Clara County,Indiana,Morgan County,-26
Santa Clara County,Indiana,Porter County,-6
Santa Clara County,Indiana,St. Joseph County,-1
Santa Clara County,Indiana,Tippecanoe County,112
Santa Clara County,Iowa,Black Hawk County,3
Santa Clara County,Iowa,Johnson County,0
Santa Clara County,Iowa,Linn County,-10
Santa Clara County,Iowa,Marshall County,24
Santa Clara County,Iowa,Montgomery County,-8
Santa Clara County,Iowa,Polk County,44
Santa Clara County,Iowa,Scott County,11
Santa Clara County,Iowa,Story County,100
Santa Clara County,Kansas,Douglas County,28
Santa Clara County,Kansas,Jefferson County,-19
Santa Clara County,Kansas,Johnson County,99
Santa Clara County,Kansas,Pottawatomie County,30
Santa Clara County,Kansas,Riley County,56
Santa Clara County,Kansas,Rush County,-6
Santa Clara County,Kansas,Sedgwick County,134
Santa Clara County,Kansas,Thomas County,-3
Santa Clara County,Kentucky,Fayette County,50
Santa Clara County,Kentucky,Jefferson County,-32
Santa Clara County,Kentucky,Lincoln County,-10
Santa Clara County,Kentucky,Shelby County,-52
Santa Clara County,Louisiana,Caddo Parish,16
Santa Clara County,Louisiana,Orleans Parish,116
Santa Clara County,Louisiana,Ouachita Parish,15
Santa Clara County,Louisiana,Plaquemines Parish,-7
Santa Clara County,Louisiana,Rapides Parish,-13
Santa Clara County,Louisiana,St. John the Baptist Parish,5
Santa Clara County,Louisiana,St. Tammany Parish,-79
Santa Clara County,Maine,Androscoggin County,-4
Santa Clara County,Maine,Aroostook County,-4
Santa Clara County,Maine,Cumberland County,-5
Santa Clara County,Maine,Cumberland County,2
Santa Clara County,Maine,Cumberland County,13
Santa Clara County,Maine,Kennebec County,-19
Santa Clara County,Maine,Penobscot County,-48
Santa Clara County,Maine,Penobscot County,-8
Santa Clara County,Maine,Somerset County,-7
Santa Clara County,Maine,York County,-22
Santa Clara County,Maryland,Anne Arundel County,78
Santa Clara County,Maryland,Baltimore County,37
Santa Clara County,Maryland,Carroll County,9
Santa Clara County,Maryland,Cecil County,35
Santa Clara County,Maryland,Frederick County,-2
Santa Clara County,Maryland,Howard County,5
Santa Clara County,Maryland,Montgomery County,70
Santa Clara County,Maryland,Prince George's County,58
Santa Clara County,Maryland,Talbot County,1
Santa Clara County,Maryland,Baltimore City,-88
Santa Clara County,Massachusetts,Berkshire County,27
Santa Clara County,Massachusetts,Berkshire County,29
Santa Clara County,Massachusetts,Bristol County,-19
Santa Clara County,Massachusetts,Essex County,105
Santa Clara County,Massachusetts,Essex County,50
Santa Clara County,Massachusetts,Essex County,14
Santa Clara County,Massachusetts,Hampden County,37
Santa Clara County,Massachusetts,Hampden County,7
Santa Clara County,Massachusetts,Hampshire County,17
Santa Clara County,Massachusetts,Middlesex County,-57
Santa Clara County,Massachusetts,Middlesex County,-27
Santa Clara County,Massachusetts,Middlesex County,-24
Santa Clara County,Massachusetts,Middlesex County,40
Santa Clara County,Massachusetts,Middlesex County,31
Santa Clara County,Massachusetts,Middlesex County,-24
Santa Clara County,Massachusetts,Middlesex County,15
Santa Clara County,Massachusetts,Middlesex County,11
Santa Clara County,Massachusetts,Middlesex County,62
Santa Clara County,Massachusetts,Middlesex County,24
Santa Clara County,Massachusetts,Middlesex County,43
Santa Clara County,Massachusetts,Middlesex County,23
Santa Clara County,Massachusetts,Middlesex County,51
Santa Clara County,Massachusetts,Middlesex County,35
Santa Clara County,Massachusetts,Middlesex County,9
Santa Clara County,Massachusetts,Middlesex County,-27
Santa Clara County,Massachusetts,Middlesex County,-45
Santa Clara County,Massachusetts,Nantucket County,3
Santa Clara County,Massachusetts,Norfolk County,39
Santa Clara County,Massachusetts,Norfolk County,13
Santa Clara County,Massachusetts,Norfolk County,-155
Santa Clara County,Massachusetts,Norfolk County,-20
Santa Clara County,Massachusetts,Plymouth County,39
Santa Clara County,Massachusetts,Plymouth County,18
Santa Clara County,Massachusetts,Plymouth County,13
Santa Clara County,Massachusetts,Plymouth County,-14
Santa Clara County,Massachusetts,Plymouth County,82
Santa Clara County,Massachusetts,Suffolk County,247
Santa Clara County,Massachusetts,Suffolk County,13
Santa Clara County,Massachusetts,Worcester County,15
Santa Clara County,Massachusetts,Worcester County,-3
Santa Clara County,Massachusetts,Worcester County,12
Santa Clara County,Massachusetts,Worcester County,-35
Santa Clara County,Massachusetts,Worcester County,104
